736231,20150925,   925,  1,  88,  1037, -1,  81
736232,20150926,   925,  1,  80,  1037, -1,  73
736237,20151001,   925,  1,  78,  2070, -1,  73
736238,20151002,   409,  1,  77,  1495, -1,  76
736238,20151002,  2070, -1,  76,   925,  1,  73
736238,20151002,  1281,  1,  84,   150, -1,  70
736238,20151002,  1387,  0,  90,    24,  0,  62
736238,20151002,  1620,  0,  91,   638,  0,  82
736238,20151002,  1747,  0,  83,   946,  0,  60
736238,20151002,  1065, -1,  83,  1841,  1,  64
736238,20151002,   188,  1,  79,   714, -1,  68
736238,20151002,  1364,  1,  92,  1900, -1,  86
736238,20151002,  1905, -1,  97,  1264,  1,  88
736238,20151002,  1084,  0,  85,  1303,  0,  71
736238,20151002,   259, -1,  80,  1943,  1,  47
736239,20151003,   259,  0,  71,   638,  0,  67
736239,20151003,  1065, -1,  62,  1069,  1,  59
736239,20151003,  1084,  0,  84,    24,  0,  72
736239,20151003,  2021, -1,  88,  1281,  1,  69
736239,20151003,  1387, -1,  84,   188,  1,  77
736239,20151003,  1900, -1,  89,  1364,  1,  55
736239,20151003,  1747, -1, 100,  1264,  1,  94
736239,20151003,  1303,  0, 101,   714,  0,  80
736239,20151003,   946,  0,  97,  1905,  0,  95
736239,20151003,  1620, -1,  95,  1943,  1,  72
736240,20151004,    24,  0,  88,   714,  0,  77
736240,20151004,  1568,  1,  69,  1065, -1,  66
736240,20151004,  1620,  0,  82,   259,  0,  80
736240,20151004,   188,  1,  88,  1084, -1,  81
736240,20151004,  1264,  1, 101,   946, -1,  75
736240,20151004,  1387,  0, 105,  1303,  0,  72
736240,20151004,  1747,  0, 113,  1905,  0, 107
736240,20151004,  1943,  1,  76,   638, -1,  49
736240,20151004,  2021,  0,  73,   150,  0,  53
736244,20151008,     3,  1,  98,  1747, -1,  83
736244,20151008,   189, -1, 103,   176,  1,  86
736244,20151008,   234,  1,  93,  1620, -1,  81
736244,20151008,   409,  1,  82,   944, -1,  57
736244,20151008,  1719, -1,  91,  1841,  1,  75
736244,20151008,  1905,  0, 101,   945,  0,  93
736245,20151009,   234,  1,  76,    24, -1,  64
736245,20151009,   409,  1,  79,   945, -1,  60
736245,20151009,   925,  1,  79,    32, -1,  60
736245,20151009,   703, -1,  65,  1037,  1,  64
736245,20151009,  1620, -1,  69,  1203,  1,  62
736245,20151009,   638, -1,  90,  1857,  1,  81
736245,20151009,  1905,  0,  93,   944,  0,  87
736245,20151009,   465, -1,  83,  1994,  1,  70
736245,20151009,   189,  0,  81,  2070,  0,  52
736245,20151009,  2100,  1, 106,  1719, -1,  96
736246,20151010,   409,  1,  82,  1905, -1,  70
736246,20151010,   638,  1,  77,  1857, -1,  68
736246,20151010,   714,  1,  87,  1719, -1,  78
736246,20151010,   925,  1,  73,    32, -1,  68
736246,20151010,   944,  0,  95,   945,  0,  84
736246,20151010,   189, -1,  79,  1037,  1,  75
736246,20151010,  1069,  1,  81,   465, -1,  61
736246,20151010,  1203,  1,  53,    24, -1,  50
736246,20151010,  2070,  0,  75,   703,  0,  66
736247,20151011,   176,  1, 114,   703, -1, 107
736251,20151015,  1069,  1,  90,   251, -1,  68
736251,20151015,   409, -1,  80,  1620,  1,  67
736251,20151015,  2068,  0,  94,  1520,  0,  80
736252,20151016,   927, -1, 110,    88,  1,  61
736252,20151016,   234,  1,  88,  1203, -1,  66
736252,20151016,   259,  1,  91,     3, -1,  69
736252,20151016,  1734,  1,  93,   852, -1,  82
736252,20151016,  1084, -1,  78,   714,  1,  77
736252,20151016,  1225, -1,  73,   887,  1,  67
736252,20151016,   251, -1,  82,  1495,  1,  67
736252,20151016,   409,  0,  85,  1520,  0,  79
736252,20151016,  1743, -1,  93,  1569,  1,  92
736252,20151016,  1620,  1, 106,  2068, -1,  99
736252,20151016,   465,  0, 102,  1747,  0, 100
736252,20151016,   150,  0,  81,  1841,  0,  76
736252,20151016,  1364,  0,  78,  1857,  0,  64
736252,20151016,  1905,  1,  94,  1264, -1,  81
736252,20151016,  1387,  0, 117,  1907,  0,  67
736252,20151016,  1935,  1,  83,   553, -1,  65
736252,20151016,   479, -1,  77,   177,  1,  69
736253,20151017,   150,  0,  79,     3,  0,  68
736253,20151017,   234,  1,  80,  1203, -1,  78
736253,20151017,   259,  1, 101,  1841, -1,  56
736253,20151017,   399,  1,  82,   701, -1,  67
736253,20151017,   887,  1,  68,  1225, -1,  67
736253,20151017,   927,  1,  69,    88, -1,  53
736253,20151017,   945,  1, 102,  1084, -1,  90
736253,20151017,  1495,  1,  89,  1907, -1,  87
736253,20151017,  1620,  1,  90,  1520, -1,  87
736253,20151017,  1747, -1, 112,  1719,  1, 108
736253,20151017,  1743,  1,  89,  1569, -1,  83
736253,20151017,  1832,  1,  74,  1857, -1,  48
736253,20151017,  1387,  0,  95,   251,  0,  69
736253,20151017,   409,  0,  84,  2068,  0,  75
736253,20151017,  1065,  0,  77,  2100,  0,  58
736254,20151018,   259,  1,  88,   150, -1,  60
736254,20151018,   701, -1,  88,   399,  1,  85
736254,20151018,  1387, -1,  98,  1495,  1,  75
736254,20151018,  1568,  1, 103,  1084, -1,  89
736254,20151018,  1841,  0,  83,     3,  0,  79
736254,20151018,   251,  0,  98,  1907,  0,  85
736254,20151018,  1065,  0, 108,  1994,  0,  56
736256,20151020,   663, -1,  72,  1003,  1,  59
736257,20151021,   615, -1,  84,   292,  1,  78
736257,20151021,   675,  1,  93,   523, -1,  59
736258,20151022,   189,  1,  99,  1943, -1,  69
736258,20151022,   714,  1,  74,   150, -1,  55
736258,20151022,  1900, -1,  85,   703,  1,  67
736258,20151022,  1281,  0,  94,     3,  0,  85
736258,20151022,  1719,  0,  86,   234,  0,  84
736258,20151022,  2021, -1,  71,   251,  1,  62
736258,20151022,  1905,  0,  84,  1520,  0,  79
736259,20151023,  1312,  1,  81,  1932, -1,  62
736259,20151023,  1736,  1,  77,   615, -1,  57
736259,20151023,   903, -1,  61,    33,  1,  49
736259,20151023,  1161, -1,  65,  1622,  1,  56
736259,20151023,   546, -1,  88,  1664,  1,  77
736259,20151023,   980,  1,  95,  1795, -1,  86
736259,20151023,    24,  1,  99,  1303, -1,  45
736259,20151023,   891, -1,  93,    88,  1,  71
736259,20151023,   189,  1,  74,   409, -1,  68
736259,20151023,   553,  1,  91,  1593, -1,  85
736259,20151023,   399,  1,  88,   927, -1,  86
736259,20151023,   465,  0,  82,    32,  0,  53
736259,20151023,  1935, -1,  71,   479,  1,  53
736259,20151023,   887, -1,  92,   701,  1,  82
736259,20151023,   852,  1,  98,  1175, -1,  87
736259,20151023,   945,  1,  81,   150, -1,  72
736259,20151023,  1037,  0,  92,   176,  0,  74
736259,20151023,  1069,  1,  95,  1943, -1,  78
736259,20151023,  1900,  0,  96,  1495,  0,  95
736259,20151023,  1520,  0, 107,     3,  0,  94
736259,20151023,  1747,  0,  85,   944,  0,  76
736259,20151023,   234, -1,  68,   251,  1,  63
736259,20151023,  1905,  0,  96,  1281,  0,  74
736259,20151023,  1568,  0,  83,  1907,  0,  67
736259,20151023,  2021,  0,  83,  1719,  0,  72
736259,20151023,  2068,  0,  76,   925,  0,  59
736259,20151023,   638, -1,  71,  2070,  1,  64
736259,20151023,  2100,  0,  93,  1994,  0,  78
736259,20151023,   177,  1,  96,  1734, -1,  94
736260,20151024,  1161, -1,  82,  1622,  1,  73
736260,20151024,   663,  1,  77,   523, -1,  69
736260,20151024,   932,  1,  83,   785, -1,  74
736260,20151024,  1654, -1,  86,  1714,  1,  72
736260,20151024,   249,  1,  67,   675, -1,  61
736260,20151024,  1278, -1,  99,   241,  1,  68
736260,20151024,  1664,  1,  88,   546, -1,  81
736260,20151024,   733,  1,  73,   807, -1,  51
736260,20151024,  1495, -1,  74,    24,  1,  68
736260,20151024,   189,  1,  92,  1568, -1,  83
736260,20151024,   887, -1,  83,   701,  1,  70
736260,20151024,  1943, -1,  71,   714,  1,  65
736260,20151024,   891,  1,  91,    88, -1,  86
736260,20151024,   399, -1,  83,   927,  1,  74
736260,20151024,   150,  0,  79,   944,  0,  77
736260,20151024,  1747, -1,  91,   945,  1,  87
736260,20151024,   963,  1, 101,  1743, -1,  91
736260,20151024,   638,  0,  72,  1037,  0,  67
736260,20151024,  1188,  1, 106,  1795, -1,  75
736260,20151024,   234,  0, 100,  1520,  0,  88
736260,20151024,  1719,  0,  94,  1281,  0,  81
736260,20151024,  1841,  0,  76,    32,  0,  65
736260,20151024,     3, -1,  69,   251,  1,  57
736260,20151024,  1900,  0,  83,  1303,  0,  56
736260,20151024,  1907,  0,  75,  1994,  0,  58
736260,20151024,  2021,  0,  95,  1905,  0,  83
736260,20151024,  2068,  0,  84,   409,  0,  65
736260,20151024,  2070,  1,  73,   176, -1,  61
736260,20151024,   925,  0,  72,  2100,  0,  71
736260,20151024,    43,  1,  89,  1083, -1,  72
736260,20151024,  2098,  1, 103,  2096, -1,  69
736261,20151025,  1278, -1,  98,   241,  1,  81
736261,20151025,  1714,  1,  90,   785, -1,  87
736261,20151025,  1654, -1,  82,   932,  1,  76
736261,20151025,   189,  1,  94,  2068, -1,  92
736261,20151025,  1495, -1,  83,   703,  1,  75
736261,20151025,  1069,  1,  83,  1747, -1,  69
736261,20151025,  1568,  0,  82,   409,  0,  74
736261,20151025,   465,  0,  73,  1841,  0,  72
736261,20151025,   925,  0,  77,  1994,  0,  60
736261,20151025,  1907,  0,  63,  2100,  0,  56
736262,20151026,   866,  1,  75,    51, -1,  66
736262,20151026,  1808,  1,  90,  1339, -1,  80
736263,20151027,   139,  1, 103,   806, -1,  84
736263,20151027,   508, -1,  99,   136,  1,  76
736263,20151027,  1713, -1,  80,   807,  1,  76
736263,20151027,  1829, -1,  79,  1446,  1,  65
736263,20151027,   523,  1,  76,  1640, -1,  61
736263,20151027,  1115,  1, 103,   739, -1,  72
736264,20151028,   461,  1, 105,  1200, -1,  63
736264,20151028,  1003,  1,  80,   615, -1,  43
736264,20151028,  1516, -1,  83,   594,  1,  71
736264,20151028,   238,  1,  73,    51, -1,  31
736264,20151028,   346, -1,  72,   692,  1,  49
736264,20151028,  1339, -1,  97,   200,  1,  94
736264,20151028,   866, -1,  83,   814,  1,  81
736265,20151029,  2078, -1,  57,  1878,  1,  56
736265,20151029,   181, -1,  97,  2060,  1,  65
736265,20151029,   702,  1,  76,  1185, -1,  68
736265,20151029,  2093,  1,  75,  2002, -1,  73
736265,20151029,  1499,  1,  81,   937, -1,  62
736265,20151029,   963,  1,  96,    43, -1,  84
736266,20151030,   482,  0,  84,    82,  0,  59
736266,20151030,  1385, -1,  74,   113,  1,  71
736266,20151030,  1125,  1,  88,   151, -1,  68
736266,20151030,  1799,  0,  79,   212,  0,  77
736266,20151030,   324, -1,  79,   812,  1,  76
736266,20151030,   527,  1,  94,  1911, -1,  77
